,crn,date,subj,sub_num,course,location,section,description,instructor,credit
224,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
225,@,TBA,ARE,299,ARE 299,TBA,-,Individual Study,The Staff,V
226,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
227,@,TBA,ARE,299D,ARE 299D,TBA,-,Spec Study Doctoral Diss,The Staff,V
228,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
229,@,TBA,ARE,396,ARE 396,TBA,-,Teaching Asst Train Prac,The Staff,V
230,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
231,@,TBA,AED,092,AED 092,TBA,-,Internship,The Staff,V
232,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
233,@,TBA,AED,098,AED 098,TBA,-,Directed Group Study,"Ebeler, S",V
234,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
235,@,TBA,AED,099,AED 099,TBA,-,Special Study Undgd,The Staff,V
236,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
237,10651,"3:10 - 5:00 PM, M",AED,100,AED 100,WELLMN 115,001,Ag & Env Educ,"Martindale, M",3.0
238,10651,"3:10 - 6:00 PM, W",AED,100,AED 100,WELLMN 115,001,Ag & Env Educ,"Martindale, M",3.0
239,45081,"9:00 - 11:50 AM, R",AED,172,AED 172,TBA,001,Multi-Media Prod,"Teixeira, K",3.0
240,45081,"10:00 - 11:50 AM, T",AED,172,AED 172,OLSON 101,001,Multi-Media Prod,"Teixeira, K",3.0
241,@,"5:10 - 7:00 PM, T",AED,190,AED 190,OLSON 250,001,Seminar in Ag Educ,"Ebeler, S",2.0
242,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
243,@,TBA,AED,192,AED 192,TBA,-,Internship,The Staff,V
244,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
245,@,TBA,AED,198,AED 198,TBA,-,Directed Group Study,"Ebeler, S",V
246,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
247,@,TBA,AED,199,AED 199,TBA,-,Special Study,The Staff,V
248,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
249,10666,TBA,AED,300,AED 300,TBA,001,Tchng Field Experience,"Van Alfen, N",2.0
250,10666,TBA,AED,300,AED 300,TBA,001,Tchng Field Experience,"Van Alfen, N",2.0
251,10853,"6:10 - 7:00 PM, T",AMS,001E,AMS 001E,WELLMN 123,A01,Nature & Culture in Amer,"Bayles, M",4.0
252,10853,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A01,Nature & Culture in Amer,"Bayles, M",4.0
253,10854,"7:10 - 8:00 PM, T",AMS,001E,AMS 001E,WELLMN 27,A02,Nature & Culture in Amer,"Bayles, M",4.0
254,10854,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A02,Nature & Culture in Amer,"Bayles, M",4.0
255,10855,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A03,Nature & Culture in Amer,"Bayles, M",4.0
256,10855,"4:10 - 5:00 PM, W",AMS,001E,AMS 001E,BAINER 1134,A03,Nature & Culture in Amer,"Bayles, M",4.0
257,10856,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A04,Nature & Culture in Amer,"Bayles, M",4.0
258,10856,"5:10 - 6:00 PM, W",AMS,001E,AMS 001E,GROVE 1283,A04,Nature & Culture in Amer,"Bayles, M",4.0
259,10857,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A05,Nature & Culture in Amer,"Bayles, M",4.0
260,10857,"10:00 - 10:50 AM, F",AMS,001E,AMS 001E,BAINER 1134,A05,Nature & Culture in Amer,"Bayles, M",4.0
261,10858,"4:40 - 6:00 PM, TR",AMS,001E,AMS 001E,STORER 1322,A06,Nature & Culture in Amer,"Bayles, M",4.0
262,10858,"11:00 - 11:50 AM, F",AMS,001E,AMS 001E,OLSON 105,A06,Nature & Culture in Amer,"Bayles, M",4.0
263,10864,"4:10 - 5:00 PM, T",AMS,010,AMS 010,STORER 1344,A01,Intro American Studies,"Wang, G",4.0
264,10864,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A01,Intro American Studies,"Wang, G",4.0
265,10865,"5:10 - 6:00 PM, T",AMS,010,AMS 010,HUNT 110,A02,Intro American Studies,"Wang, G",4.0
266,10865,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A02,Intro American Studies,"Wang, G",4.0
267,10866,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A03,Intro American Studies,"Wang, G",4.0
268,10866,"6:10 - 7:00 PM, W",AMS,010,AMS 010,ROBBNS 146,A03,Intro American Studies,"Wang, G",4.0
269,10867,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A04,Intro American Studies,"Wang, G",4.0
270,10867,"7:10 - 8:00 PM, W",AMS,010,AMS 010,WELLMN 7,A04,Intro American Studies,"Wang, G",4.0
271,10868,"12:10 - 1:00 PM, F",AMS,010,AMS 010,OLSON 167,A05,Intro American Studies,"Wang, G",4.0
272,10868,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A05,Intro American Studies,"Wang, G",4.0
273,10869,"1:40 - 3:00 PM, MW",AMS,010,AMS 010,GIEDT 1002,A06,Intro American Studies,"Wang, G",4.0
274,10869,"1:10 - 2:00 PM, F",AMS,010,AMS 010,OLSON 167,A06,Intro American Studies,"Wang, G",4.0
275,10872,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A01,Music & Amer Culture,"Decristo, J",4.0
276,10872,"6:10 - 7:00 PM, T",AMS,059,AMS 059,WELLMN 27,A01,Music & Amer Culture,"Decristo, J",4.0
277,10873,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A02,Music & Amer Culture,"Decristo, J",4.0
278,10873,"7:10 - 8:00 PM, T",AMS,059,AMS 059,WELLMN 107,A02,Music & Amer Culture,"Decristo, J",4.0
279,10874,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A03,Music & Amer Culture,"Decristo, J",4.0
280,10874,"4:10 - 5:00 PM, W",AMS,059,AMS 059,WELLMN 233,A03,Music & Amer Culture,"Decristo, J",4.0
281,10875,"5:10 - 6:00 PM, W",AMS,059,AMS 059,HUTCH 102,A04,Music & Amer Culture,"Decristo, J",4.0
282,10875,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A04,Music & Amer Culture,"Decristo, J",4.0
283,10876,"6:10 - 7:00 PM, R",AMS,059,AMS 059,PHYSIC 148,A05,Music & Amer Culture,"Decristo, J",4.0
284,10876,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A05,Music & Amer Culture,"Decristo, J",4.0
285,10877,"7:10 - 8:00 PM, R",AMS,059,AMS 059,WELLMN 203,A06,Music & Amer Culture,"Decristo, J",4.0
286,10877,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A06,Music & Amer Culture,"Decristo, J",4.0
287,44421,"2:10 - 3:00 PM, F",AMS,059,AMS 059,WELLMN 123,A07,Music & Amer Culture,"Decristo, J",4.0
288,44421,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A07,Music & Amer Culture,"Decristo, J",4.0
289,44422,"3:10 - 4:00 PM, F",AMS,059,AMS 059,WELLMN 105,A08,Music & Amer Culture,"Decristo, J",4.0
290,44422,"10:30 - 11:50 AM, TR",AMS,059,AMS 059,WELLMN 2,A08,Music & Amer Culture,"Decristo, J",4.0
291,10879,"9:00 - 9:50 AM, M",AMS,095,AMS 095,HOAGLD 113,A01,Careers/Identity Amr Cul,"Meyer,Wang",2.0
292,10879,"9:00 - 9:50 AM, W",AMS,095,AMS 095,WELLMN 127,A01,Careers/Identity Amr Cul,"Meyer,Wang",2.0
293,@,TBA,AMS,098,AMS 098,TBA,-,Directed Gp Study,The Staff,V
294,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
295,@,TBA,AMS,099,AMS 099,TBA,-,Individual Study,The Staff,V
296,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
297,10906,"1:40 - 3:00 PM, TR",AMS,100,AMS 100,OLSON 244,001,Methods American Studies,"Sze, J",4.0
298,10907,"3:10 - 4:30 PM, TR",AMS,101H,AMS 101H,HUNT 110,001,Special Topics,"Decristo, J",4.0
299,44426,TBA,AMS,130,AMS 130,TBA,001,Amer Pop Culture,"Bayles, M",4.0
300,44426,"12:10 - 1:30 PM, TR",AMS,130,AMS 130,WALKER 1320,001,Amer Pop Culture,"Bayles, M",4.0
301,10909,"11:00 - 11:50 AM, TR",AMS,152,AMS 152,VEIMYR 212,001,Children In America,"Smoodin, E",4.0
302,10909,"10:00 - 10:50 AM, TR",AMS,152,AMS 152,TBA,001,Children In America,"Smoodin, E",4.0
303,10910,"9:00 - 11:50 AM, M",AMS,160,AMS 160,REMOTE,001,Undergraduate Seminar,"Arbona-Homar, J",4.0
304,@,TBA,AMS,190A,AMS 190A,TBA,-,Senior Thesis,The Staff,4.0
305,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
306,@,TBA,AMS,190B,AMS 190B,TBA,-,Senior Thesis,The Staff,4.0
307,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
308,@,TBA,AMS,192,AMS 192,TBA,-,Internship,The Staff,V
309,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
310,@,TBA,AMS,197T,AMS 197T,TBA,-,Tutoring,The Staff,V
311,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
312,@,TBA,AMS,198,AMS 198,TBA,-,Directed Gp Study,The Staff,V
313,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
314,@,TBA,AMS,199,AMS 199,TBA,-,Special Study,The Staff,V
315,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
316,@,TBA,AMS,298,AMS 298,TBA,-,Group Study,The Staff,V
317,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
318,@,TBA,AMS,299,AMS 299,TBA,-,Ind St,The Staff,V
319,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
320,@,TBA,AMS,396,AMS 396,TBA,-,Teaching Asst Train Prac,The Staff,V
321,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
322,@,"3:10 - 5:00 PM, MW",ANB,218B,ANB 218B,WICKSN 2120J,001,Fundam Animal Behavior,"Hahn,Sih",5.0
323,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
324,@,"10:00 - 10:50 AM, F",ANB,218B,ANB 218B,ART 210,001,Fundam Animal Behavior,"Hahn,Sih",5.0
325,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
326,@,TBA,ANB,290,ANB 290,TBA,-,Seminar,The Staff,V
327,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
328,@,"12:10 - 1:30 PM, F",ANB,290,ANB 290,OLSON 146,001,Seminar,"Sih, A",V
329,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
330,@,TBA,ANB,298,ANB 298,TBA,-,Group Study,The Staff,V
331,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
332,@,TBA,ANB,299,ANB 299,TBA,-,Research,The Staff,V
333,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
334,10211,"10:30 - 11:50 AM, TR",ABI,050B,ABI 050B,BAINER 1060,001,Animal Biology,"Nansen, C",3.0
335,@,TBA,ABI,092,ABI 092,TBA,-,Internship,The Staff,V
336,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
337,@,TBA,ABI,098,ABI 098,TBA,-,Group Study,The Staff,V
338,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
339,@,TBA,ABI,099,ABI 099,TBA,-,Special Study,The Staff,V
340,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
341,10230,"8:00 - 8:50 AM, MTWR",ABI,102,ABI 102,CALIFO 1100,001,Animal Biochem & Metabol,"Hackmann, T",5.0
342,10230,"8:00 - 8:50 AM, F",ABI,102,ABI 102,CALIFO 1100,001,Animal Biochem & Metabol,"Hackmann, T",5.0
343,10231,"6:10 - 7:00 PM, W",ABI,103,ABI 103,CALIFO 1100,001,Animal Biochem & Metabol,"Hess, M",5.0
344,10231,"5:10 - 7:00 PM, TR",ABI,103,ABI 103,CALIFO 1100,001,Animal Biochem & Metabol,"Hess, M",5.0
345,10232,"12:10 - 1:00 PM, W",ABI,187,ABI 187,WELLMN 115,001,Animal Biology Seminar,"Kimsey, R",2.0
346,10232,"12:10 - 1:00 PM, M",ABI,187,ABI 187,WELLMN 115,001,Animal Biology Seminar,"Kimsey, R",2.0
347,@,TBA,ABI,189,ABI 189,TBA,-,Senior Practicum,The Staff,2.0
348,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
349,@,TBA,ABI,189D,ABI 189D,TBA,-,Senior Practicum Discuss,The Staff,1.0
350,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
351,@,TBA,ABI,192,ABI 192,TBA,-,Internship,The Staff,V
352,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
353,@,TBA,ABI,198,ABI 198,TBA,-,Group Study,The Staff,V
354,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
355,@,TBA,ABI,199,ABI 199,TBA,-,Special Study,"Kimsey, R",V
356,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
357,10076,"2:10 - 4:00 PM, M",ABG,290,ABG 290,OLSON 144,001,Animal Biology Seminar,"Mienaltowski, M",1.0
358,10077,TBA,ABG,290,ABG 290,TBA,002,Animal Biology Seminar,The Staff,1.0
359,10078,TBA,ABG,290,ABG 290,TBA,003,Animal Biology Seminar,1.0,
360,@,TBA,ABG,290C,ABG 290C,TBA,-,Research Conference,The Staff,1.0
361,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
362,@,TBA,ABG,298,ABG 298,TBA,-,Group Study,The Staff,V
363,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
364,@,TBA,ABG,299,ABG 299,TBA,-,Research,The Staff,V
365,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
366,10193,TBA,ABG,300,ABG 300,TBA,001,Teaching Animal Biology,"Oberbauer, A",2.0
367,@,TBA,ABG,396,ABG 396,TBA,-,Teaching Asst Train Prac,The Staff,V
368,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
369,11162,"1:10 - 2:00 PM, MW",ANG,111,ANG 111,MEYER 1330,001,Molecular Biol Lab Tech,"Maga, E",4.0
370,11162,"9:00 - 11:50 AM, TR",ANG,111,ANG 111,MEYER 1312,001,Molecular Biol Lab Tech,"Maga, E",4.0
371,@,TBA,ANG,198,ANG 198,TBA,-,Directed Gp Study,The Staff,V
372,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
373,@,TBA,ANG,199,ANG 199,TBA,-,Special Study,The Staff,V
374,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
375,@,TBA,ANG,298,ANG 298,TBA,-,Group Study,The Staff,V
376,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
377,@,TBA,ANG,299,ANG 299,TBA,-,Research,The Staff,V
378,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
379,11224,"9:00 - 9:50 AM, MWF",ANS,015,ANS 015,STORER 1322,001,Intro Horse Husbandry,"Mienaltowski, M",3.0
380,11225,"2:10 - 5:00 PM, R",ANS,022B,ANS 022B,AHHOG,001,Animal Evaluation,"Pettey, L",2.0
381,11225,TBA,ANS,022B,ANS 022B,TBA,001,Animal Evaluation,"Pettey, L",2.0
382,11226,"3:10 - 6:00 PM, T",ANS,041L,ANS 041L,ASTF,A01,Domestic Animal Prod Lab,"Pettey, L",2.0
383,11226,"2:10 - 3:00 PM, T",ANS,041L,ANS 041L,WICKSN 1020,A01,Domestic Animal Prod Lab,"Pettey, L",2.0
384,11227,"3:10 - 6:00 PM, T",ANS,041L,ANS 041L,ASTF,A02,Domestic Animal Prod Lab,"Pettey, L",2.0
385,11227,"2:10 - 3:00 PM, T",ANS,041L,ANS 041L,HART 1116,A02,Domestic Animal Prod Lab,"Pettey, L",2.0
386,11228,"3:10 - 6:00 PM, W",ANS,041L,ANS 041L,ASTF,B01,Domestic Animal Prod Lab,"Pettey, L",2.0
387,11228,"2:10 - 3:00 PM, W",ANS,041L,ANS 041L,OLSON 163,B01,Domestic Animal Prod Lab,"Pettey, L",2.0
388,11229,"3:10 - 6:00 PM, W",ANS,041L,ANS 041L,ASTF,B02,Domestic Animal Prod Lab,"Pettey, L",2.0
389,11229,"2:10 - 3:00 PM, W",ANS,041L,ANS 041L,OLSON 105,B02,Domestic Animal Prod Lab,"Pettey, L",2.0
390,11230,"11:00 - 11:50 AM, M",ANS,042,ANS 042,MEYER 1131,A01,Companion Animals,"Oberbauer, A",4.0
391,11230,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A01,Companion Animals,"Oberbauer, A",4.0
392,11231,"12:10 - 1:00 PM, M",ANS,042,ANS 042,MEYER 1131,A02,Companion Animals,"Oberbauer, A",4.0
393,11231,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A02,Companion Animals,"Oberbauer, A",4.0
394,11232,"12:10 - 1:00 PM, T",ANS,042,ANS 042,MEYER 1131,A04,Companion Animals,"Oberbauer, A",4.0
395,11232,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A04,Companion Animals,"Oberbauer, A",4.0
396,11233,"11:00 - 11:50 AM, W",ANS,042,ANS 042,MEYER 1131,A05,Companion Animals,"Oberbauer, A",4.0
397,11233,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A05,Companion Animals,"Oberbauer, A",4.0
398,11234,"11:00 - 11:50 AM, R",ANS,042,ANS 042,MEYER 1131,A07,Companion Animals,"Oberbauer, A",4.0
399,11234,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A07,Companion Animals,"Oberbauer, A",4.0
400,11235,"12:10 - 1:00 PM, R",ANS,042,ANS 042,MEYER 1131,A08,Companion Animals,"Oberbauer, A",4.0
401,11235,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A08,Companion Animals,"Oberbauer, A",4.0
402,11236,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A03,Companion Animals,"Oberbauer, A",4.0
403,11236,"3:10 - 4:00 PM, M",ANS,042,ANS 042,STORER 1344,A03,Companion Animals,"Oberbauer, A",4.0
404,11237,"12:10 - 1:00 PM, W",ANS,042,ANS 042,MEYER 1131,A06,Companion Animals,"Oberbauer, A",4.0
405,11237,"2:10 - 3:00 PM, MWF",ANS,042,ANS 042,SOCSCI 1100,A06,Companion Animals,"Oberbauer, A",4.0
406,44921,"9:00 - 11:50 AM, M",ANS,049C,ANS 049C,DAIRY,A01,Animal Prac/Dairy,"Todgham, A",2.0
407,44921,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A01,Animal Prac/Dairy,"Todgham, A",2.0
408,44922,"9:00 - 11:50 AM, T",ANS,049C,ANS 049C,DAIRY,A02,Animal Prac/Dairy,"Todgham, A",2.0
409,44922,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A02,Animal Prac/Dairy,"Todgham, A",2.0
410,44923,"9:00 - 11:50 AM, W",ANS,049C,ANS 049C,DAIRY,A03,Animal Prac/Dairy,"Todgham, A",2.0
411,44923,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A03,Animal Prac/Dairy,"Todgham, A",2.0
412,44924,"9:00 - 11:50 AM, R",ANS,049C,ANS 049C,DAIRY,A04,Animal Prac/Dairy,"Todgham, A",2.0
413,44924,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A04,Animal Prac/Dairy,"Todgham, A",2.0
414,44925,"9:00 - 11:50 AM, F",ANS,049C,ANS 049C,DAIRY,A05,Animal Prac/Dairy,"Todgham, A",2.0
415,44925,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A05,Animal Prac/Dairy,"Todgham, A",2.0
416,44926,"9:00 - 11:50 AM, S",ANS,049C,ANS 049C,DAIRY,A06,Animal Prac/Dairy,"Todgham, A",2.0
417,44926,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A06,Animal Prac/Dairy,"Todgham, A",2.0
418,44927,"9:00 - 11:50 AM, U",ANS,049C,ANS 049C,DAIRY,A07,Animal Prac/Dairy,"Todgham, A",2.0
419,44927,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,A07,Animal Prac/Dairy,"Todgham, A",2.0
420,44928,"5:00 - 7:50 AM, M",ANS,049C,ANS 049C,DAIRY,B01,Animal Prac/Dairy,"Todgham, A",2.0
421,44928,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B01,Animal Prac/Dairy,"Todgham, A",2.0
422,44929,"5:00 - 7:50 AM, T",ANS,049C,ANS 049C,DAIRY,B02,Animal Prac/Dairy,"Todgham, A",2.0
423,44929,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B02,Animal Prac/Dairy,"Todgham, A",2.0
424,44930,"5:00 - 7:50 AM, W",ANS,049C,ANS 049C,DAIRY,B03,Animal Prac/Dairy,"Todgham, A",2.0
425,44930,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B03,Animal Prac/Dairy,"Todgham, A",2.0
426,44931,"5:00 - 7:50 AM, R",ANS,049C,ANS 049C,DAIRY,B04,Animal Prac/Dairy,"Todgham, A",2.0
427,44931,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B04,Animal Prac/Dairy,"Todgham, A",2.0
428,44932,"5:00 - 7:50 AM, F",ANS,049C,ANS 049C,DAIRY,B05,Animal Prac/Dairy,"Todgham, A",2.0
429,44932,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B05,Animal Prac/Dairy,"Todgham, A",2.0
430,44933,"5:00 - 7:50 AM, S",ANS,049C,ANS 049C,DAIRY,B06,Animal Prac/Dairy,"Todgham, A",2.0
431,44933,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B06,Animal Prac/Dairy,"Todgham, A",2.0
432,44934,"5:00 - 7:50 AM, U",ANS,049C,ANS 049C,DAIRY,B07,Animal Prac/Dairy,"Todgham, A",2.0
433,44934,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B07,Animal Prac/Dairy,"Todgham, A",2.0
434,44935,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B08,Animal Prac/Dairy,"Todgham, A",2.0
435,44935,"4:10 - 7:00 PM, M",ANS,049C,ANS 049C,DAIRY,B08,Animal Prac/Dairy,"Todgham, A",2.0
436,44936,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B09,Animal Prac/Dairy,"Todgham, A",2.0
437,44936,"4:10 - 7:00 PM, T",ANS,049C,ANS 049C,DAIRY,B09,Animal Prac/Dairy,"Todgham, A",2.0
438,44937,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B10,Animal Prac/Dairy,"Todgham, A",2.0
439,44937,"4:10 - 7:00 PM, W",ANS,049C,ANS 049C,DAIRY,B10,Animal Prac/Dairy,"Todgham, A",2.0
440,44938,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B11,Animal Prac/Dairy,"Todgham, A",2.0
441,44938,"4:10 - 7:00 PM, R",ANS,049C,ANS 049C,DAIRY,B11,Animal Prac/Dairy,"Todgham, A",2.0
442,44939,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B12,Animal Prac/Dairy,"Todgham, A",2.0
443,44939,"4:10 - 7:00 PM, F",ANS,049C,ANS 049C,DAIRY,B12,Animal Prac/Dairy,"Todgham, A",2.0
444,44940,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B13,Animal Prac/Dairy,"Todgham, A",2.0
445,44940,"4:10 - 7:00 PM, S",ANS,049C,ANS 049C,DAIRY,B13,Animal Prac/Dairy,"Todgham, A",2.0
446,44941,"12:10 - 1:00 PM, M",ANS,049C,ANS 049C,ASTF 600,B14,Animal Prac/Dairy,"Todgham, A",2.0
447,44941,"4:10 - 7:00 PM, U",ANS,049C,ANS 049C,DAIRY,B14,Animal Prac/Dairy,"Todgham, A",2.0
448,44942,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A01,Animal Prac/Horses,"Todgham, A",2.0
449,44942,"1:10 - 4:00 PM, T",ANS,049E,ANS 049E,AHHRSE,A01,Animal Prac/Horses,"Todgham, A",2.0
450,44943,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A02,Animal Prac/Horses,"Todgham, A",2.0
451,44943,"9:00 - 11:50 AM, W",ANS,049E,ANS 049E,AHHRSE,A02,Animal Prac/Horses,"Todgham, A",2.0
452,44944,"11:00 - 11:50 AM, T",ANS,049E,ANS 049E,MEYER 1131,A03,Animal Prac/Horses,"Todgham, A",2.0
453,44944,"9:00 - 11:50 AM, R",ANS,049E,ANS 049E,AHHRSE,A03,Animal Prac/Horses,"Todgham, A",2.0
454,44945,"2:10 - 3:00 PM, W",ANS,049F,ANS 049F,MEYER 1338,A01,Animal Prac/Lab Animals,"Todgham, A",2.0
455,44945,"1:10 - 4:00 PM, T",ANS,049F,ANS 049F,COLE B,A01,Animal Prac/Lab Animals,"Todgham, A",2.0
456,44946,"10:00 - 12:50 PM, R",ANS,049F,ANS 049F,COLE B,A02,Animal Prac/Lab Animals,"Todgham, A",2.0
457,44946,"2:10 - 3:00 PM, W",ANS,049F,ANS 049F,MEYER 1338,A02,Animal Prac/Lab Animals,"Todgham, A",2.0
458,44947,"9:00 - 11:50 AM, T",ANS,049G,ANS 049G,COLE C,A01,Animal Prac/Meats,"Todgham, A",2.0
459,44947,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A01,Animal Prac/Meats,"Todgham, A",2.0
460,44948,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A02,Animal Prac/Meats,"Todgham, A",2.0
461,44948,"1:10 - 4:00 PM, T",ANS,049G,ANS 049G,COLE C,A02,Animal Prac/Meats,"Todgham, A",2.0
462,44949,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A03,Animal Prac/Meats,"Todgham, A",2.0
463,44949,"9:00 - 11:50 AM, W",ANS,049G,ANS 049G,COLE C,A03,Animal Prac/Meats,"Todgham, A",2.0
464,44950,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A04,Animal Prac/Meats,"Todgham, A",2.0
465,44950,"1:10 - 4:00 PM, W",ANS,049G,ANS 049G,COLE C,A04,Animal Prac/Meats,"Todgham, A",2.0
466,44951,"3:10 - 4:00 PM, M",ANS,049G,ANS 049G,COLE C 162B,A05,Animal Prac/Meats,"Todgham, A",2.0
467,44951,"9:00 - 11:50 AM, R",ANS,049G,ANS 049G,COLE C,A05,Animal Prac/Meats,"Todgham, A",2.0
468,44952,"8:00 - 10:50 AM, M",ANS,049I,ANS 049I,SHEEPB,A01,Animal Prac/Sheep,"Todgham, A",2.0
